Brand_ID,Brand_Name,Classification,Price,quality,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,free_chlorides
W-1562,Drawbridge Vineyards,White,14.99,5,5.58,0.4738,0.1615,1.552,0.07227,7.14,10.67,1.0837325,3.9349,0.4914,11.514,0.037863012
W-1563,Guarded Tail Vintners,White,19.99,6,6.57,0.1442,0.4655,1.067,0.03762,28.56,96.03,1.082152,3.488,0.6552,10.706,0.02736618
W-1564,Tremendous Color,White,14.99,6,5.67,0.1648,0.209,1.261,0.04554,18.36,64.02,1.0824463,3.9349,0.5005,10.403,0.032925851
W-1565,High Hill Wines,White,20.99,7,6.57,0.412,0.247,5.2865,0.01584,26.52,87.3,1.0785659,3.0956,0.4914,13.332,0.020251524
W-1566,Moonbeam Vintners,White,22.99,7,6.93,0.2472,0.2755,14.841,0.04356,39.78,188.18,1.088038,3.3354,0.4277,9.696,0.019765829
W-1567,Yeinydd Winery,White,18.99,6,6.48,0.2884,0.247,12.125,0.04554,48.96,173.63,1.087275,3.379,0.4732,9.09,0.0331549
W-1568,Friendly Fox,White,14.99,6,7.38,0.206,0.4655,3.395,0.05643,14.28,104.76,1.082152,3.4771,0.3185,11.615,0.031175957
W-1569,Bookseller Winery,White,9.99,5,5.58,0.206,0.247,1.649,0.09207,40.8,156.17,1.081716,3.7496,0.6006,11.11,0.036496229
W-1570,Zealously Honorable Vintners,White,14.99,6,6.93,0.73645,0.0095,2.037,0.06336,31.62,41.71,1.0831439,3.7169,0.5187,11.918,0.027980637
W-1571,Wonderful Arithmetic,White,9.99,5,7.11,0.35535,0.4845,14.841,0.04653,55.08,165.87,1.088583,3.3681,0.4641,9.191,0.039159844
W-1572,Noelind Wines,White,28.99,8,4.95,0.1545,0.304,13.58,0.03069,16.32,96.03,1.0838633,3.5534,0.3458,11.615,0.015626754
W-1573,Zestybus,White,14.99,5,7.11,0.3605,0.342,1.552,0.03762,11.22,120.28,1.082152,3.5425,0.4368,11.11,0.037722908
W-1574,Jackpot,White,25.99,7,5.67,0.4223,0.285,3.104,0.0297,49.98,159.08,1.082043,3.8477,0.7189,11.817,0.019872239
W-1575,Impossible Notion Winery,White,27.99,8,6.3,0.1236,0.2755,9.991,0.03861,41.82,95.06,1.0852476,3.4771,0.3458,9.898,0.016479672
W-1576,Rare Dirt,White,13.99,6,7.38,0.3502,0.3515,1.843,0.05643,43.86,71.78,1.0835472,3.5207,0.7371,12.12,0.032586703
W-1577,Functional Business,White,12.99,5,7.11,0.206,0.3705,0.97,0.04059,37.74,149.38,1.0801137,3.3572,0.3913,12.019,0.037722908
W-1578,Flying Kite Vintners,White,10.99,5,7.02,0.5768,0.1805,1.746,0.10296,12.24,45.59,1.086076,3.4771,0.8463,9.595,0.046763737
W-1579,Lavish,White,14.99,6,6.57,0.2781,0.285,1.261,0.0396,26.52,81.48,1.0815198,3.5752,0.4823,10.807,0.031815447
W-1580,Insidious Work Wines,White,25.99,7,6.75,0.3502,0.3325,5.82,0.03366,12.24,122.22,1.081716,3.4444,0.3549,12.12,0.024358701
W-1581,Parched Wanderer,White,11.99,5,6.48,0.2472,0.2565,11.058,0.03366,40.8,168.78,1.0875257,3.488,0.4004,9.09,0.039159844
W-1582,Shorogyt Vintners,White,16.99,6,6.03,0.3914,0.247,9.2635,0.03564,35.7,88.27,1.081171,3.2482,0.3367,12.524,0.035583044
W-1583,Ferirama Vintners,White,17.99,6,6.39,0.2987,0.4655,1.164,0.03069,32.64,96.03,1.078337,3.3463,0.3003,12.322,0.032474817
W-1584,Scientific,White,14.99,6,6.39,0.2266,0.703,2.619,0.04356,42.84,139.68,1.08019,3.6079,0.3731,12.322,0.036231765
W-1585,Giddy Crow,White,16.99,6,6.03,0.6386,0.1995,1.843,0.07821,8.16,60.14,1.08673,3.8368,0.5278,9.393,0.028616025
W-1586,Railroad Vines,White,28.99,8,6.39,0.4635,0.228,2.619,0.0396,24.48,84.39,1.0775958,3.2046,0.3458,13.534,0.016044716
W-1587,Flagrant Bulb,White,12.99,5,5.76,0.1545,0.2755,1.746,0.04356,21.42,111.55,1.0809094,3.379,0.3458,10.302,0.046001815
W-1588,Passbook,White,8.99,5,5.58,0.3708,0.133,8.633,0.03564,38.76,150.35,1.0858798,3.5643,0.455,9.494,0.044712539
W-1589,Grumpy Monk,White,9.99,5,7.92,0.3502,0.3135,9.409,0.03564,46.92,166.84,1.086294,3.3572,0.364,10.302,0.046571492
W-1590,Watercolor Wines,White,7.99,4,6.21,0.7725,0.1235,6.111,0.03564,19.38,48.5,1.0825008,3.3681,0.2275,11.211,0.076985526
W-1591,Scapegoat,White,11.99,5,6.57,0.3296,0.2185,13.289,0.0495,49.98,191.09,1.088365,3.488,0.4186,8.787,0.048548831
W-1592,Exotic Fog,White,18.99,6,5.49,0.1957,0.2375,3.88,0.02277,23.46,108.64,1.081607,3.6733,0.4641,11.716,0.026440719
W-1593,Fancy Cup,White,13.99,5,5.22,0.3399,0.2185,4.85,0.05247,29.58,102.82,1.0840922,3.4117,0.4732,9.09,0.03945707
W-1594,Essentially Coherent,White,36.99,8,4.41,0.3399,0.2945,1.164,0.01584,39.78,145.5,1.0759717,3.6297,0.5369,14.14,0.017850623
