Brand_ID,Classification,Price,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,free_chlorides
Wi02-1195,Red,10.99,8.16,0.196,0.412,1.012,0.04232,27.9,102.82,1.0812146,3.12,0.3815,9.87,0.087778097
Wi02-1196,Red,14.99,7.488,0.5194,0.0412,1.564,0.06992,15.3,30.07,1.086076,3.4632,0.6104,9.4,0.035328426
Wi02-1197,Red,9.99,6.72,0.4998,0.0927,1.932,0.05704,3.6,8.73,1.0854656,3.484,0.5886,9.87,0.038003897
Wi02-1198,Red,12.99,6.624,0.392,0.3811,8.188,0.04876,32.4,143.56,1.08564,3.2864,0.545,8.742,0.042793398
Wi02-1199,Red,14.99,5.664,0.2842,0.2575,11.04,0.05244,43.2,217.28,1.087929,3.3592,0.4469,8.46,0.033620226
Wi02-1200,Red,8.99,6.048,0.3038,0.3502,2.024,0.0414,18,74.69,1.082043,3.432,0.4687,9.588,0.039308036
Wi02-1201,Red,25.99,6.528,0.1862,0.3708,1.748,0.0322,27,93.12,1.080953,3.276,0.5886,10.152,0.020251524
Wi02-1202,Red,19.99,6.912,0.147,0.3914,1.104,0.03496,16.2,106.7,1.080953,3.3176,0.4687,10.434,0.028894977
Wi02-1203,Red,23.99,6.432,0.2058,0.3811,2.3,0.03128,31.5,86.33,1.080517,3.38,0.545,10.34,0.023580406
Wi02-1204,Red,11.99,9.312,0.6762,0.3296,2.3,0.08096,19.8,88.27,1.087711,3.4216,0.6758,9.494,0.039012488
Wi02-1205,Red,12.99,11.808,0.3822,0.6489,2.116,0.08372,5.4,17.46,1.090436,3.2864,0.5341,8.93,0.03814557
Wi02-1206,Red,23.99,6.816,0.2646,0.2781,9.568,0.03772,23.4,110.58,1.0827515,3.1616,0.5668,10.81,0.022838825
Wi02-1207,Red,17.99,6.912,0.6174,0,1.748,0.08924,12.6,36.86,1.0864575,3.5048,0.6322,8.46,0.028523938
Wi02-1208,Red,10.99,9.408,0.1568,0.4738,1.656,0.04232,20.7,126.1,1.0854983,3.1616,0.7303,9.024,0.046380429
Wi02-1209,Red,8.99,8.064,0.1764,0.4326,4.692,0.03312,6.3,74.69,1.083351,3.2864,0.5668,10.998,0.038575376
Wi02-1210,Red,18.99,6.24,0.2842,0.5356,7.268,0.04508,31.5,186.24,1.0851059,3.2864,0.5559,8.93,0.028432295
Wi02-1211,Red,14.99,11.424,0.392,0.6695,1.978,0.06256,6.3,26.19,1.088692,3.1824,0.7412,10.622,0.030352865
Wi02-1212,Red,16.99,9.216,0.2842,0.4738,1.334,0.03588,69.75,216.31,1.083896,3.0368,0.5014,8.93,0.033502981
Wi02-1213,Red,10.99,6.72,0.3038,0.4017,6.9,0.0506,37.8,211.46,1.0862068,3.5048,0.5886,9.682,0.03814557
Wi02-1214,Red,18.99,7.104,0.1372,0.309,1.196,0.03036,22.5,88.27,1.0820212,3.6712,0.4251,9.964,0.027280055
Wi02-1215,Red,14.99,6.432,0.3332,0.309,14.352,0.04968,45.9,190.12,1.088038,3.3176,0.5341,8.742,0.043650101
Wi02-1216,Red,13.99,6.336,0.1862,0.3399,1.656,0.0322,37.8,143.56,1.0812364,3.276,0.3924,9.588,0.045442528
Wi02-1217,Red,11.99,7.104,0.3038,0.7622,9.844,0.03588,45.9,142.59,1.087493,3.1408,0.4687,8.178,0.040061768
Wi02-1218,Red,13.99,10.176,0.2744,0.4017,14.26,0.06348,5.4,22.31,1.092834,3.2448,0.7194,8.648,0.05175959
Wi02-1219,Red,18.99,6.528,0.245,0.2987,1.84,0.03864,17.1,183.33,1.084768,3.5984,0.5886,9.588,0.029273303
Wi02-1220,Red,36.99,6.528,0.2352,0.412,1.656,0.04324,30.6,101.85,1.0791,3.2552,0.5341,12.032,0.015626754
Wi02-1221,Red,10.99,8.16,0.4508,0.3193,2.07,0.07176,28.8,56.26,1.08782,3.4632,0.5886,9.212,0.048143415
Wi02-1222,Red,24.99,7.968,0.294,0.5047,3.496,0.0828,9.9,23.28,1.0845282,3.4008,0.6976,11.374,0.02385905
Wi02-1223,Red,13.99,6.048,0.3332,0.1957,5.336,0.03772,19.8,140.65,1.083787,3.276,0.6867,9.306,0.044354123
Wi02-1224,Red,14.99,5.76,0.2744,0.2987,17.756,0.04692,32.4,168.78,1.0890299,3.2656,0.545,8.46,0.042457764
Wi02-1225,Red,22.99,6.72,0.3038,0.3193,8.372,0.03312,40.5,135.8,1.0814544,3.0992,0.3379,11.28,0.025483668
Wi02-1226,Red,13.99,7.968,0.1372,0.3502,1.012,0.03864,6.3,45.59,1.082806,3.6088,0.436,9.588,0.027891598
Wi02-1227,Red,14.99,6.528,0.441,0.2884,23.966,0.02852,24.3,118.34,1.0932155,3.1824,0.4578,9.964,0.032812216
Wi02-1228,Red,10.99,6.624,0.3822,0.2266,3.956,0.0276,9,98.94,1.08237,3.12,0.9483,10.904,0.087284269
Wi02-1229,Red,13.99,10.08,0.2744,0.5253,1.564,0.0736,9,23.28,1.088038,3.328,0.9701,8.836,0.02816
Wi02-1230,Red,19.99,5.664,0.2548,0.2987,4.968,0.04232,30.6,112.52,1.0815416,3.3696,0.4469,10.716,0.036363636
Wi02-1231,Red,24.99,7.488,0.2548,0.3193,3.312,0.023,19.8,97,1.0798194,3.1096,0.5123,11.374,0.025876021
Wi02-1232,Red,20.99,9.984,0.3724,0.4738,1.932,0.09568,5.4,9.7,1.0863376,3.2448,0.7085,11.092,0.019872239
Wi02-1233,Red,17.99,6.72,0.637,0.0206,1.932,0.06072,7.2,24.25,1.086948,3.6088,0.7303,8.93,0.028988869
Wi02-1234,Red,18.99,5.952,0.2744,0.2781,9.476,0.0276,23.4,104.76,1.0833292,3.328,0.3924,10.058,0.032032988
Wi02-1235,Red,9.99,7.584,0.4214,0.2163,1.472,0.09752,9,35.89,1.086294,3.2968,0.9919,8.93,0.046957175
Wi02-1236,Red,9.99,6.912,0.3038,0.515,12.236,0.05152,61.2,189.15,1.088038,3.1304,0.5123,8.648,0.039012488
Wi02-1237,Red,13.99,5.952,0.2254,0.3708,15.824,0.03588,33.3,126.1,1.0894114,3.3592,0.4687,8.272,0.029854878
Wi02-1238,Red,24.99,8.832,0.4018,0.515,2.3,0.0506,10.8,24.25,1.084768,3.4736,0.8611,12.502,0.023719114
Wi02-1239,Red,18.99,5.952,0.1764,0.5047,4.14,0.04324,15.3,87.3,1.081171,3.4008,0.4033,10.904,0.033856571
Wi02-1240,Red,14.99,6.816,0.2548,0.3296,13.294,0.06808,26.1,103.79,1.08782,3.0784,0.4578,8.648,0.035202141
Wi02-1241,Red,10.99,5.376,0.2548,0.2678,5.244,0.02852,10.8,77.6,1.081607,3.38,0.4142,10.152,0.044532791
Wi02-1242,Red,15.99,7.296,0.4018,0.1442,2.76,0.08004,18.9,41.71,1.086076,3.4528,0.6213,9.87,0.032812216
Wi02-1243,Red,19.99,8.64,0.196,0.3399,3.22,0.04508,9,38.8,1.083896,3.2656,0.3924,9.212,0.035076531
Wi02-1244,Red,13.99,6.24,0.245,0.2781,13.984,0.04508,67.5,210.49,1.086948,3.3176,0.4251,9.306,0.054320988
Wi02-1245,Red,19.99,11.424,0.3626,0.7107,2.116,0.07176,10.8,23.28,1.085422,3.12,0.7085,12.032,0.034951593
Wi02-1246,Red,16.99,7.68,0.245,0.2781,8.924,0.03312,13.5,82.45,1.0835254,3.1096,0.3924,10.528,0.026115797
Wi02-1247,Red,25.99,6.912,0.3528,0.4738,1.932,0.06808,21.6,42.68,1.0849206,3.536,0.9265,10.34,0.024725269
Wi02-1248,Red,16.99,6.72,0.2058,0.3193,5.52,0.04232,26.1,104.76,1.083351,3.3904,0.545,10.152,0.035970164
Wi02-1249,Red,10.99,6.432,0.1764,0.309,5.888,0.04416,36,243.47,1.085204,3.4216,0.5668,9.4,0.050008866
Wi02-1250,Red,17.99,6.912,0.1862,0.3193,1.472,0.05704,27.9,167.81,1.080953,3.484,0.4796,10.998,0.028070104
Wi02-1251,Red,19.99,5.76,0.2744,0.5356,5.704,0.02576,33.3,100.88,1.0808549,3.4112,0.5559,11.092,0.021278201
Wi02-1252,Red,13.99,6.912,0.196,0.6283,14.904,0.03956,12.6,99.91,1.088583,3.1824,0.3924,8.648,0.030052592
Wi02-1253,Red,14.99,7.968,0.1568,0.4944,1.564,0.05244,27.9,95.06,1.083787,3.276,0.4469,9.682,0.028432295
Wi02-1254,Red,25.99,5.376,0.3332,0.103,1.196,0.02852,18,65.96,1.079754,3.4944,0.5559,10.528,0.024358701
Wi02-1255,Red,18.99,6.144,0.392,0.1957,2.944,0.03036,25.2,120.28,1.079536,3.3488,0.5886,11.938,0.020585335
Wi02-1256,Red,16.99,7.296,0.2646,0.309,8.464,0.01656,20.7,93.12,1.083242,3.2032,0.3161,10.34,0.029756752
Wi02-1257,Red,14.99,7.392,0.2254,0.3193,9.844,0.03496,53.1,180.42,1.086621,3.2448,0.5995,8.93,0.029465259
Wi02-1258,Red,14.99,7.872,0.196,0.4429,2.3,0.06992,27.9,49.47,1.0864248,3.6712,0.8829,9.776,0.029178028
Wi02-1259,Red,15.99,6.528,0.196,0.3708,1.472,0.02576,6.3,44.62,1.0810075,3.3384,0.654,10.246,0.02816
Wi02-1260,Red,11.99,7.296,0.6321,0.0309,1.748,0.07912,12.6,55.29,1.086621,3.5048,0.5014,9.682,0.054080364
Wi02-1261,Red,10.99,5.568,0.2548,0.2472,8.464,0.04048,49.5,147.44,1.085749,3.4424,0.4142,8.836,0.053841335
Wi02-1262,Red,18.99,5.376,0.2744,0.2781,3.588,0.03956,46.8,153.26,1.0813018,3.484,0.4796,10.058,0.022006646
Wi02-1263,Red,10.99,5.856,0.2058,0.1957,1.288,0.04232,45.9,127.07,1.0811056,3.3488,0.4251,9.87,0.05131339
Wi02-1264,Red,16.99,5.856,0.1666,0.2781,1.38,0.05152,40.5,130.95,1.081716,3.328,0.4687,9.588,0.030052592
Wi02-1265,Red,33.99,6.24,0.1764,0.3502,1.472,0.0368,38.7,143.56,1.080408,3.4528,0.6431,10.81,0.01585268
Wi02-1266,Red,8.99,6.144,0.49,0.1648,11.868,0.03864,23.4,133.86,1.087166,3.4112,0.3597,8.46,0.03703392
Wi02-1267,Red,19.99,8.544,0.392,0.5253,2.392,0.04784,11.7,26.19,1.08455,3.4528,0.981,12.596,0.023238912
Wi02-1268,Red,19.99,5.952,0.196,0.3296,2.576,0.046,15.3,122.22,1.083024,3.3072,0.5995,8.836,0.027802983
Wi02-1269,Red,23.99,5.76,0.3724,0.2678,5.52,0.03128,37.8,129.98,1.080408,3.5152,0.4142,11.562,0.02052913
Wi02-1270,Red,18.99,5.856,0.3528,0.2781,1.932,0.0322,14.4,97,1.080953,3.536,0.7739,10.81,0.02052913
Wi02-1271,Red,18.99,6.528,0.2646,0.309,11.96,0.04324,62.1,155.2,1.0867845,3.2864,0.545,9.024,0.027194335
Wi02-1272,Red,9.99,6.528,0.6272,0.103,1.932,0.0782,16.2,97.97,1.085204,3.4736,0.5668,9.588,0.036629549
Wi02-1273,Red,13.99,6.336,0.2156,0.2884,4.508,0.03864,45.9,174.6,1.084768,3.432,0.8175,8.93,0.031071252
Wi02-1274,Red,21.99,7.296,0.196,0.4017,2.392,0.04048,27,174.6,1.083569,3.5984,0.4796,10.152,0.024504344
Wi02-1275,Red,16.99,7.008,0.3822,0.3193,2.208,0.06808,8.1,44.62,1.085858,3.5464,0.5886,8.836,0.032474817
Wi02-1276,Red,8.99,7.584,0.2058,0.4017,1.84,0.05244,18.9,133.86,1.0810184,3.172,0.5668,10.246,0.046571492
Wi02-1277,Red,18.99,7.104,0.5684,0,1.84,0.05888,6.3,10.67,1.0852258,3.588,0.6322,10.622,0.028801542
Wi02-1278,Red,9.99,7.008,0.2352,0.4017,16.514,0.05244,40.5,144.53,1.089891,3.3384,0.3924,8.084,0.04196167
Wi02-1279,Red,8.99,6.624,0.3332,0.3708,1.288,0.02944,11.7,140.65,1.0814326,3.1928,0.5668,9.212,0.043824527
Wi02-1280,Red,13.99,7.68,0.1764,0.3811,1.196,0.0368,13.5,93.12,1.080408,3.1824,0.6649,11.374,0.028523938
Wi02-1281,Red,13.99,6.528,0.2744,0.3708,7.36,0.0414,25.2,119.31,1.082152,3.1408,0.4033,10.716,0.029465259
Wi02-1282,Red,9.99,5.76,0.2548,0.1854,6.44,0.0506,45,188.18,1.0855419,3.3384,0.4687,8.46,0.050438124
Wi02-1283,Red,9.99,6.72,0.2254,0.4326,16.606,0.046,31.5,139.68,1.089891,3.3488,0.4578,8.272,0.051092449
Wi02-1284,Red,17.99,5.76,0.196,0.2678,6.256,0.04508,19.8,90.21,1.082152,3.276,0.4578,10.34,0.031175957
Wi02-1285,Red,24.99,6.432,0.2744,0.2884,2.208,0.01104,32.4,97,1.0797976,3.3904,0.4251,10.998,0.025406269
Wi02-1286,Red,15.99,6.048,0.2646,0.5047,1.104,0.05796,31.5,89.24,1.080299,3.5152,0.4578,11.468,0.030760282
Wi02-1287,Red,25.99,5.664,0.1764,0.2884,0.92,0.03404,21.6,85.36,1.0801246,3.4216,0.5995,10.011,0.024286368
Wi02-1288,Red,11.99,6.624,0.2842,0.2369,7.912,0.05152,50.4,208.55,1.086403,3.2968,0.4796,8.272,0.048548831
Wi02-1289,Red,13.99,6.048,0.3528,0.1957,2.944,0.069,13.5,37.83,1.085204,3.7024,0.5668,11.938,0.026358923
Wi02-1290,Red,21.99,6.432,0.1078,0.3502,8.096,0.03956,36.9,109.61,1.085858,3.5568,0.436,8.742,0.021882665
Wi02-1291,Red,18.99,7.008,0.3234,0.4841,1.932,0.07084,4.5,10.67,1.085422,3.4632,0.5777,9.682,0.031493267
Wi02-1292,Red,13.99,6.816,0.3234,0.6592,12.144,0.05152,10.8,101.85,1.086948,3.172,0.4251,8.648,0.040215115
Wi02-1293,Red,20.99,7.008,0.294,0.3399,2.116,0.03956,25.2,121.25,1.0800156,3.4736,0.4796,11.844,0.025329223
Wi02-1294,Red,14.99,7.392,0.3332,0.5974,10.212,0.03588,36.9,146.47,1.087602,3.1824,0.5341,8.084,0.040369343
Wi02-1295,Red,10.99,12.672,0.3724,0.5665,2.484,0.07452,4.5,15.52,1.090654,3.0992,0.5886,8.836,0.038865962
Wi02-1296,Red,13.99,5.76,0.1568,0.3811,1.38,0.023,38.7,113.49,1.082152,3.5984,0.5559,9.118,0.035328426
Wi02-1297,Red,13.99,7.488,0.2352,0.3914,1.932,0.05336,12.6,161.99,1.08346,3.3384,0.5995,9.306,0.053841335
Wi02-1298,Red,14.99,6.912,0.2058,0.3193,9.66,0.0322,32.4,118.34,1.0843102,3.2448,0.436,9.964,0.02736618
Wi02-1299,Red,12.99,7.584,0.3528,0.5459,11.868,0.04508,56.7,134.83,1.0877328,3.0576,0.4905,8.554,0.054080364
Wi02-1300,Red,14.99,7.296,0.4116,0.0824,2.484,0.07728,13.5,46.56,1.086512,3.3384,0.6431,9.4,0.047743056
Wi02-1301,Red,18.99,6.528,0.2744,0.2987,10.948,0.04784,45.9,144.53,1.0850296,3.1408,0.6322,9.776,0.028616025
Wi02-1302,Red,18.99,6.72,0.1568,0.3708,2.392,0.02668,25.2,95.06,1.0804734,3.2344,0.4033,10.528,0.025561422
Wi02-1303,Red,13.99,5.856,0.6909,0.103,2.576,0.07452,11.7,27.16,1.0859779,3.744,0.7194,9.588,0.041313623
Wi02-1304,Red,15.99,5.76,0.5096,0.3399,7.084,0.04232,21.6,115.43,1.0815416,3.1616,0.4142,10.34,0.026605458
Wi02-1305,Red,13.99,6.72,0.2842,0.3811,4.508,0.03128,23.4,123.19,1.082152,3.2968,0.4796,10.152,0.032252768
Wi02-1306,Red,17.99,6.816,0.1372,0.3399,0.92,0.09568,18,52.38,1.0797213,3.3176,0.6976,10.81,0.029083218
Wi02-1307,Red,11.99,8.448,0.5782,0.1854,2.668,0.08188,10.8,71.78,1.0871442,3.2656,0.5886,8.836,0.048959391
Wi02-1308,Red,10.99,11.04,0.4018,0.5356,2.76,0.0736,26.1,53.35,1.090109,3.3904,0.9592,10.34,0.045075317
Wi02-1309,Red,9.99,6.528,0.6909,0.2575,2.944,0.04416,9,55.29,1.08564,3.4944,0.5668,8.93,0.068407535
Wi02-1310,Red,18.99,5.856,0.2744,0.2472,18.354,0.06808,28.8,168.78,1.0891498,3.3176,0.4796,8.742,0.035840426
Wi02-1311,Red,14.99,6.432,0.2646,0.2575,7.36,0.04876,48.6,195.94,1.085749,3.3488,0.4687,8.742,0.042457764
Wi02-1312,Red,11.99,8.064,0.588,0.103,2.024,0.0782,12.6,107.67,1.086076,3.276,0.7194,9.212,0.05175959
Wi02-1313,Red,18.99,6.912,0.2842,0.412,12.512,0.0414,59.4,224.07,1.087493,3.2032,0.6431,9.024,0.027714789
Wi02-1314,Red,20.99,6.144,0.2156,0.3914,8.372,0.04048,31.5,123.19,1.0826534,3.0888,0.327,10.34,0.02169865
Wi02-1315,Red,14.99,7.104,0.294,0.2266,4.83,0.04876,29.7,174.6,1.081934,3.2552,0.4905,10.904,0.034580755
Wi02-1316,Red,19.99,7.008,0.4116,0.3914,6.256,0.0414,26.1,118.34,1.081825,3.3176,0.4033,11.844,0.021882665
Wi02-1317,Red,11.99,6.72,0.4606,0.0721,1.012,0.0322,15.3,146.47,1.08019,3.1408,0.3706,9.87,0.053841335
Wi02-1318,Red,9.99,6.144,0.3332,0.4532,7.544,0.03956,48.6,194.97,1.0851059,3.3072,0.5232,8.93,0.05313368
Wi02-1319,Red,16.99,7.488,0.294,0.2987,15.502,0.04968,20.7,130.95,1.089782,3.2864,0.4142,8.46,0.034580755
Wi02-1320,Red,13.99,7.008,0.3136,0.3605,1.288,0.046,7.2,158.11,1.0817596,3.3696,0.4578,10.058,0.03814557
Wi02-1321,Red,11.99,6.816,0.2548,0.3296,14.904,0.04048,27.9,164.9,1.0861196,3.2968,0.4033,10.528,0.049585063
Wi02-1322,Red,8.99,8.16,0.6419,0.5047,5.612,0.11224,30.6,146.47,1.09109,3.4424,1.2426,8.742,0.042793398
Wi02-1323,Red,13.99,6.528,0.2548,0.4532,7.544,0.04232,46.8,177.51,1.0854656,3.328,0.5559,8.836,0.054080364
Wi02-1324,Red,16.99,7.68,0.3332,0.2575,5.888,0.0322,34.2,99.91,1.0807132,3.0264,0.2507,11.468,0.026605458
Wi02-1325,Red,17.99,6.912,0.2352,0.2987,2.76,0.03312,15.3,113.49,1.0835799,3.4944,0.7412,9.494,0.035970164
Wi02-1326,Red,23.99,6.72,0.343,0.309,5.98,0.02576,24.3,84.39,1.083024,3.536,0.4578,10.716,0.023719114
Wi02-1327,Red,12.99,5.76,0.2744,0.5047,6.256,0.04416,54.9,215.34,1.084877,3.3176,0.5123,8.742,0.041635756
Wi02-1328,Red,15.99,6.624,0.392,0.309,9.752,0.03036,21.6,84.39,1.0819885,3.276,0.4905,12.032,0.032925851
Wi02-1329,Red,18.99,7.2,0.2744,0.3399,7.084,0.04416,37.8,174.6,1.087166,3.5048,0.6431,9.494,0.030352865
Wi02-1330,Red,9.99,6.912,0.2646,0.4738,17.25,0.04784,40.5,247.35,1.09,3.1616,0.5668,8.366,0.050872933
Wi02-1331,Red,14.99,6.432,0.3822,0.3193,2.484,0.04968,24.3,195.94,1.084332,3.5984,0.6213,9.87,0.027194335
Wi02-1332,Red,9.99,6.24,0.3528,0.3296,1.012,0.02852,11.7,64.02,1.080844,3.224,0.5014,9.964,0.038720261
Wi02-1333,Red,9.99,7.104,0.3234,0.2678,14.352,0.04508,60.3,203.7,1.0889863,3.1824,0.7412,8.93,0.036763601
Wi02-1334,Red,10.99,7.872,0.3724,0.5047,12.512,0.03864,52.2,161.02,1.0884195,3.224,0.5886,8.836,0.053841335
Wi02-1335,Red,13.99,6.816,0.5978,0.0206,2.3,0.07452,15.3,84.39,1.0872205,3.6192,0.654,9.118,0.028250329
Wi02-1336,Red,13.99,6.816,0.833,0.5047,8.004,0.02576,36,178.48,1.085858,3.3488,0.3924,10.058,0.036363636
Wi02-1337,Red,14.99,7.392,0.6762,0.5047,1.656,0.1058,18,108.64,1.086512,3.3384,0.7739,8.742,0.044354123
Wi02-1338,Red,18.99,7.008,0.245,0.3708,12.052,0.046,31.5,194,1.088474,3.1616,0.5014,8.366,0.021456884
Wi02-1339,Red,19.99,5.952,0.5096,0.0824,4.048,0.06532,9.9,31.04,1.0861414,3.7024,0.6867,10.904,0.026688406
Wi02-1340,Red,10.99,7.392,0.2744,0.2987,3.956,0.04692,22.5,137.74,1.083351,3.2864,0.4251,9.588,0.052439885
Wi02-1341,Red,14.99,11.904,0.343,0.5047,2.392,0.07268,24.3,66.93,1.089346,3.2448,0.8175,9.776,0.02693959
Wi02-1342,Red,17.99,7.488,0.1862,0.3296,6.808,0.0138,42.3,120.28,1.0821302,3.1096,0.4251,10.34,0.032925851
Wi02-1343,Red,12.99,6.336,0.2646,0.5356,7.452,0.04048,47.7,195.94,1.0850732,3.3072,0.5232,8.93,0.039757695
Wi02-1344,Red,24.99,6.336,0.8232,0.0309,2.116,0.05428,28.8,46.56,1.084768,3.6608,0.6104,11.562,0.019765829
Wi02-1345,Red,9.99,7.2,0.7546,0.206,7.452,0.09016,27,89.24,1.0888228,3.328,0.6322,8.648,0.043650101
Wi02-1346,Red,15.99,5.952,0.4312,0.4017,2.3,0.07084,5.4,13.58,1.0851495,3.6504,0.7521,10.34,0.028432295
Wi02-1347,Red,18.99,7.2,0.1568,0.3914,11.684,0.03956,63.45,158.11,1.0867954,3.276,0.8938,9.776,0.025876021
Wi02-1348,Red,11.99,7.008,0.4998,0.2678,3.036,0.0828,6.3,130.95,1.083896,3.1304,0.5668,8.272,0.042457764
Wi02-1349,Red,8.99,8.928,0.3136,0.5871,1.84,0.06808,24.3,63.05,1.086621,3.4112,0.8611,10.058,0.04619054
Wi02-1350,Red,36.99,7.872,0.3626,0.3708,0.92,0.03128,15.3,90.21,1.079754,3.1616,0.3488,10.998,0.017850623
Wi02-1351,Red,28.99,7.68,0.1274,0.2575,1.012,0.03036,13.5,83.42,1.0795796,3.0992,0.4251,10.528,0.015260801
Wi02-1352,Red,9.99,7.296,0.4018,0.3399,2.3,0.07176,5.4,22.31,1.085313,3.432,0.6322,10.528,0.045814244
Wi02-1353,Red,13.99,6.528,0.1666,0.3296,1.288,0.0368,31.5,102.82,1.0793834,3.2864,0.7194,11.28,0.03703392
Wi02-1354,Red,15.99,8.064,0.196,0.3914,10.856,0.0506,45.9,164.9,1.090436,3.4736,0.8938,8.366,0.033620226
Wi02-1355,Red,17.99,5.472,0.245,0.2163,1.38,0.04048,18.9,104.76,1.0806478,3.432,0.6431,10.34,0.029756752
Wi02-1356,Red,19.99,7.872,0.4312,0.2472,2.116,0.05796,9,27.16,1.0857817,3.38,0.5777,9.588,0.0343368
Wi02-1357,Red,19.99,7.104,0.245,0.3811,2.392,0.046,21.6,128.04,1.0806042,3.1616,0.5777,10.528,0.035328426
Wi02-1358,Red,12.99,7.008,0.7203,0,2.024,0.0736,16.2,27.16,1.0874385,3.5464,0.654,8.836,0.047942608
Wi02-1359,Red,17.99,10.464,0.3136,0.5356,1.656,0.12144,15.3,42.68,1.0871006,3.4112,0.8393,10.81,0.030555556
Wi02-1360,Red,18.99,12.672,0.4508,0.5356,2.024,0.06532,10.8,33.95,1.090654,3.224,0.6104,8.46,0.027802983
Wi02-1361,Red,13.99,9.024,0.294,0.3296,9.844,0.02668,12.6,107.67,1.085422,2.964,0.4578,9.964,0.053841335
Wi02-1362,Red,13.99,5.952,0.245,0.5562,6.44,0.04232,52.2,170.72,1.0840486,3.3176,0.763,9.776,0.052211638
Wi02-1363,Red,19.99,11.136,0.4018,0.5562,1.38,0.0874,19.8,39.77,1.0871115,3.1408,0.8284,9.306,0.025329223
Wi02-1364,Red,9.99,7.968,0.7007,0.1545,1.656,0.08188,9,50.44,1.086512,3.3592,0.8393,8.93,0.053368006
Wi02-1365,Red,10.99,7.008,0.4802,0.103,2.392,0.06256,3.6,13.58,1.0852258,3.432,0.5123,9.87,0.036763601
Wi02-1366,Red,13.99,7.2,0.2352,0.6386,9.752,0.0414,45.9,148.41,1.0875911,3.2864,0.4796,8.272,0.044354123
Wi02-1367,Red,19.99,6.048,0.2254,0.2266,16.054,0.04968,37.8,146.47,1.0883977,3.2448,0.654,8.742,0.032699168
Wi02-1368,Red,8.99,6.24,0.343,0.3193,9.384,0.06348,52.2,164.9,1.0866428,3.3072,0.5341,8.836,0.044532791
Wi02-1369,Red,18.99,6.144,0.2744,0.1957,4.968,0.03864,60.3,175.57,1.0838415,3.4424,0.3815,9.588,0.028250329
Wi02-1370,Red,14.99,6.624,0.2548,0.2987,3.864,0.03956,29.7,110.58,1.079318,3.2864,0.3379,11.75,0.031175957
Wi02-1371,Red,19.99,6.144,0.2254,0.4017,1.656,0.02944,20.7,114.46,1.080408,3.4528,0.545,11.092,0.032252768
Wi02-1372,Red,20.99,7.296,0.196,0.2678,4.416,0.03036,23.4,73.72,1.0799284,3.0992,0.5341,11.562,0.021278201
Wi02-1373,Red,16.99,6.816,0.5782,0.0103,2.116,0.0736,24.3,41.71,1.085095,3.5568,0.6322,10.058,0.028341093
Wi02-1374,Red,15.99,6.528,0.5488,0.0309,1.564,0.07728,16.2,33.95,1.086512,3.5776,0.6867,9.4,0.026522896
Wi02-1375,Red,9.99,7.872,0.2744,0.618,2.76,0.09568,9,21.34,1.0881252,3.5256,0.7412,9.964,0.037170199
Wi02-1376,Red,13.99,8.352,0.3038,0.7519,13.202,0.04048,24.3,185.27,1.0901417,3.0784,0.9592,8.178,0.042625086
Wi02-1377,Red,19.99,6.912,0.2254,0.4017,13.064,0.05336,44.1,186.24,1.087711,3.0992,0.5232,8.46,0.021516945
Wi02-1378,Red,21.99,5.856,0.294,0.5768,2.576,0.04048,42.3,173.63,1.081716,3.432,0.6213,10.246,0.024142661
Wi02-1379,Red,8.99,6.912,0.392,0.5047,1.012,0.04416,9.9,133.86,1.082261,3.1304,0.4578,8.742,0.050654828
Wi02-1380,Red,24.99,7.008,0.392,0.2884,5.98,0.03404,23.4,94.09,1.0807132,3.2864,0.6322,11.844,0.021821067
Wi02-1381,Red,18.99,6.912,0.2254,0.3914,13.156,0.05336,49.5,188.18,1.087711,3.2136,0.4796,8.46,0.032252768
Wi02-1382,Red,18.99,8.16,0.2058,0.2678,8.51,0.03128,65.7,137.74,1.084005,3.172,0.4033,10.716,0.027891598
Wi02-1383,Red,10.99,7.776,0.7644,0.2369,2.392,0.05428,4.5,14.55,1.08673,3.5048,0.6104,10.622,0.047942608
Wi02-1384,Red,18.99,6.144,0.1764,0.3605,0.92,0.0414,35.1,104.76,1.080299,3.4424,0.3815,10.246,0.036363636
Wi02-1385,Red,20.99,6.24,0.2254,0.4017,1.748,0.03312,36.9,95.06,1.0791,3.3176,0.4687,11.186,0.02069844
Wi02-1386,Red,10.99,7.872,0.3626,0.6592,12.788,0.03956,19.8,165.87,1.0886157,3.1096,0.872,8.742,0.045442528
Wi02-1387,Red,9.99,5.76,0.5439,0.2678,4.14,0.04876,15.3,122.22,1.083787,3.3696,0.5014,8.554,0.042793398
Wi02-1388,Red,13.99,7.2,0.1666,0.3811,1.38,0.0552,16.2,72.75,1.083024,3.6816,0.9592,10.058,0.053603887
Wi02-1389,Red,10.99,6.048,0.588,0.4532,10.12,0.046,45,237.65,1.086948,3.3176,0.6213,8.742,0.073068339
Wi02-1390,Red,23.99,7.104,0.245,0.2884,6.67,0.02576,12.6,75.66,1.0816942,3.0576,0.4033,10.81,0.024358701
Wi02-1391,Red,15.99,6.624,0.1127,0.3605,4.968,0.04416,32.4,104.76,1.083351,3.4528,0.4578,9.588,0.027627015
